도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제주도서관,제주특별자치도,제주시,공공도서관,매월첫째·셋째·다섯째월요일+1월1일+설날+추석,09:00,22:00,09:00,18:00,09:00,18:00,515,261653,253,22679,5,15,제주특별자치도 제주시 연삼로 489,제주도교육청,064-717-6400,24789,3324,http://www.jejulib.or.kr/,33.5007234,126.5410454,2019-04-30,6500000,제주특별자치도
성산일출도서관,제주특별자치도,서귀포시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,150,66773,28,2719,5,15,제주특별자치도 서귀포시 성산읍 고성오조로 133,서귀포시청,064-787-5488,5840,1926,http://lib.jeju.go.kr/,33.4556883,126.9122073,2019-04-30,6500000,제주특별자치도
표선도서관,제주특별자치도,서귀포시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,150,72192,29,3912,5,15,제주특별자치도 서귀포시 표선면 표선백사로 110번길 17-10 (표선리 40-65),서귀포시청,064-794-2489,3306,1838,http://lib.jeju.go.kr/,33.3237563,126.8385045,2019-04-30,6500000,제주특별자치도
안덕산방도서관,제주특별자치도,서귀포시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,190,83287,26,8431,5,15,제주특별자치도 서귀포시 안덕면 화순서서로 44 (화순리 1963),서귀포시청,064-783-4227,7007,2115,http://lib.jeju.go.kr/,33.2550127,126.3307261,2019-04-30,6500000,제주특별자치도
서귀포기적의도서관,제주특별자치도,서귀포시,공공도서관,매주월요일+1월1일+설연휴+추석연휴+12월31일,08:00,19:00,08:00,19:00,08:00,19:00,80,65610,27,3059,5,15,제주특별자치도 서귀포시 일주동로 8593 (동홍동 646-1),서귀포시청,064-732-3251,16190,911,http://lib.jeju.go.kr/,33.2543138960,126.5699887569,2019-04-30,6500000,제주특별자치도
서부도서관,제주특별자치도,서귀포시,공공도서관,매주월요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,22:00,09:00,22:00,253,62070,30,3248,5,15,제주특별자치도 서귀포시 중문관광로 346 (중문동 1921-1),서귀포시청,064-739-9862,7927,1300,http://lib.jeju.go.kr/,33.2510475,126.4317627,2019-04-30,6500000,제주특별자치도
동부도서관,제주특별자치도,서귀포시,공공도서관,매주월요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,22:00,09:00,22:00,210,70678,35,6178,5,15,제주특별자치도 서귀포시 일주동로 8232,서귀포시청,064-767-1524,8859,1424,http://lib.jeju.go.kr/,33.2617581630,126.6083178739,2019-04-30,6500000,제주특별자치도
중앙도서관,제주특별자치도,서귀포시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,22:00,09:00,22:00,486,102815,30,7704,5,15,제주특별자치도 서귀포시 김정문화로 32,서귀포시청,064-739-1516,20882,3394,http://lib.jeju.go.kr/,33.2514173933,126.5076218419,2019-04-30,6500000,제주특별자치도
삼매봉도서관,제주특별자치도,서귀포시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,22:00,09:00,22:00,173,106071,27,3887,5,15,제주특별자치도 서귀포시 남성중로 153번길 15 (서홍동 621),서귀포시청,064-733-1524,13189,1624,http://lib.jeju.go.kr/,33.2446568,126.5517975,2019-04-30,6500000,제주특별자치도
한경도서관,제주특별자치도,제주시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,22:00,09:00,22:00,124,57549,23,1567,5,15,제주특별자치도 제주시 한경면 신한로13,제주시청,064-728-1508,5852,1049,http://lib.jeju.go.kr/,33.3500891,126.1846132,2019-04-30,6500000,제주특별자치도
애월도서관,제주특별자치도,제주시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,155,77741,13,2507,5,15,제주특별자치도 제주시 애월읍 일주서로 6339,제주시청,064-728-1505,3549,1501,http://lib.jeju.go.kr/,33.4633212,126.3314033,2019-04-30,6500000,제주특별자치도
조천읍도서관,제주특별자치도,제주시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,160,63851,51,2112,5,15,제주특별자치도 제주시 조천읍 일주동로 1189,제주시청,064-728-1507,9336,1231,http://lib.jeju.go.kr/,33.5377041,126.6676874,2019-04-30,6500000,제주특별자치도
제주시기적의도서관,제주특별자치도,제주시,공공도서관,매주월요일+1월1일+설연휴+추석연휴+12월31일,09:00,18:00,09:00,18:00,09:00,18:00,150,56399,17,2457,5,15,제주특별자치도 제주시 동광로 12길19,제주시청,064-728-1504,2126,728,http://lib.jeju.go.kr/,33.5016977,126.5356731,2019-04-30,6500000,제주특별자치도
구정자료실작은도서관,부산광역시,부산중구,작은도서관,"토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,9,4774,0,80,2,5,부산광역시 중구 중구로 120,중구청,051-600-4615,53.8,53.8,없음,35.106214,129.032312,2019-11-12,3250000,부산광역시 중구
민들레작은도서관,부산광역시,부산중구,작은도서관,"월,화,목요일",14:00,18:00,14:00,18:00,00:00,00:00,50,3723,0,0,3,14,부산광역시 중구 흑교로 75번길 11-1,성광교회,051-245-4392,247.5,247.5,없음,35.1053378466,129.022609,2019-11-12,3250000,부산광역시 중구
산리작은도서관,부산광역시,부산중구,작은도서관,"토,일요일",09:00,18:00,00:00,00:00,00:00,00:00,12,3343,0,0,3,7,부산광역시 중구 영주로 21,산리협동조합,051-462-5200,53,53,없음,35.1094696357,129.031428,2019-11-12,3250000,부산광역시 중구
책갈피작은도서관,부산광역시,부산중구,작은도서관,월요일,10:00,20:00,10:00,18:00,10:00,18:00,24,12887,0,0,3,7,부산광역시 중구 보수대로 124번길 24-2,(재)내원청소년단,051-247-8425,180.5,180.5,http://purun1318.org/,35.105783,129.022642,2019-11-12,3250000,부산광역시 중구
한뫼도서관,경기도,고양시 일산서구,공공도서관,2+4번째 월요일+일요일을 제외한 법정공휴일,07:00,23:00,07:00,23:00,00:00,00:00,129,142337,149,1742,7,14,경기도 고양시 일산서구 탄중로 284,경기도 고양시청,031-8075-9115,26167,4159.54,http://www.goyanglib.or.kr,37.693557,126.776259,2019-11-05,3940000,경기도 고양시
풍동도서관,경기도,고양시 일산동구,공공도서관,1+3번째 월요일+일요일을 제외한 법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,0,92453,87,1885,7,14,경기도 고양시 일산동구 숲속마을로 108,경기도 고양시청,031-8075-9148,51109.3,1574.13,http://www.goyanglib.or.kr,37.670728,126.797125,2019-11-05,3940000,경기도 고양시
푸른마을작은도서관,경기도,고양시 덕양구,작은도서관,1+3+5주 토요일+일요일+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,0,20244,0,25,3,14,경기도 고양시 덕양구 푸른마을로 55,경기도 고양시 푸른마을6단지 입주자대표회의,031-962-6996,142,142,http://www.goyanglib.or.kr,37.712299,126.905321,2019-11-05,3940000,경기도 고양시
호수공원작은도서관,경기도,고양시 일산동구,작은도서관,월요일+법정공휴일+일요일(11월~2월),10:00,19:00,10:00,18:00,00:00,00:00,0,8330,0,0,3,14,경기도 고양시 일산동구 호수로 595,경기도 고양시청,031-901-2375,52,52,http://www.goyanglib.or.kr,37.653846,126.768781,2019-11-05,3940000,경기도 고양시
행신어린이도서관,경기도,고양시 덕양구,어린이도서관,2+4번째 월요일+일요일을 제외한 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,0,111280,20,892,7,14,경기도 고양시 덕양구 소원로181번길 42,경기도 고양시청,031-8075-9278,1050.5,1687.72,http://www.goyanglib.or.kr,37.614791,126.843466,2019-11-05,3940000,경기도 고양시
행신도서관,경기도,고양시 덕양구,공공도서관,1+3번째 월요일+일요일을 제외한 법정공휴일,07:00,23:00,07:00,23:00,00:00,00:00,342,157349,107,1750,7,14,경기도 고양시 덕양구 행당로 33번길 25-6,경기도 고양시청,031-8075-9239,3132,2384.3,http://www.goyanglib.or.kr,37.620759,126.828338,2019-11-05,3940000,경기도 고양시
햇빛마을작은도서관,경기도,고양시 덕양구,작은도서관,1+3+5주 토요일+일요일+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,0,20859,0,35,3,14,경기도 고양시 덕양구 충장로 152번길 39,경기도 고양시 햇빛마을20단지 입주자대표회의,031-972-9955,75,75,http://www.goyanglib.or.kr,37.624831,126.838474,2019-11-05,3940000,경기도 고양시
대방어린이도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,50,25006,13,344,5,14,서울특별시 동작구 대방동길 55,서울특별시 동작구청,02-813-6740,378,391.3,http://lib.dongjak.go.kr/,37.5030242235,126.9252221319,2020-04-02,3190000,서울특별시 동작구
빛나라도서관,전라남도,화순군,작은도서관,없음,09:00,18:00,09:00,18:00,09:00,18:00,40,5468,34,0,3,14,전라남도 화순군 화순읍 오성로 519-12(신실한교회),빛나라도서관,061-375-1047,,46.9,,35.0539587,126.9654276,2020-07-10,4900000,전라남도 화순군
동작어린이도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,130,49508,35,1149,5,14,서울특별시 동작구 장승배기로16길 98,서울특별시 동작구청,02-823-6750,1544,444.3,http://lib.dongjak.go.kr/,37.5092044290,126.943434,2020-04-02,3190000,서울특별시 동작구
동작상도국주도서관,서울특별시,동작구,공공도서관,"매주 월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,100,46225,13,1172,5,14,서울특별시 동작구 매봉로 37,서울특별시 동작구청,02-813-6750,573.9,525,http://lib.dongjak.go.kr/,37.5068219493,126.9509960718,2020-04-02,3190000,서울특별시 동작구
한수풀도서관,제주특별자치도,서귀포시,공공도서관,매주월요일+국가공휴일+12월3일(개관기념일)+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,181,118554,31,1900,5,15,제주특별자치도 제주시 한림읍 한림상로 240-11,제주도교육청,064-796-0601,4274,2194,http://www.hsplib.go.kr/,33.4202925,126.2685376,2019-04-30,6500000,제주특별자치도
동녘도서관,제주특별자치도,서귀포시,공공도서관,매주월요일+관공서공휴일+5월24일(개관기념일)+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,157,87534,43,3934,5,15,제주특별자치도 제주시 구좌읍 일주동로 3132,제주도교육청,064-786-6500,6704,2077,http://www.dnlib.or.kr/,33.5213068,126.8534491,2019-04-30,6500000,제주특별자치도
송악도서관,제주특별자치도,서귀포시,공공도서관,매주월요일+관공서공휴일+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,174,109869,35,2380,5,15,제주특별자치도 서귀포시 대정읍 동일하모로149번길 12,제주도교육청,064-794-3476,4397,1511,http://www.songaklib.or.kr/,33.2265926,126.2488972,2019-04-30,6500000,제주특별자치도
제남도서관,제주특별자치도,서귀포시,공공도서관,매주월요일+관공서공휴일+6월11일(개관기념일)+12월31일,09:00,22:00,09:00,18:00,09:00,18:00,176,112654,38,3647,5,15,제주특별자치도 서귀포시 남원읍 남원체육관로 183,제주도교육청,064-764-4651,4889,2040,http://www.jnlib.go.kr/,33.2796022,126.7050168,2019-04-30,6500000,제주특별자치도
우당도서관,제주특별자치도,제주시,공공도서관,매주월요일+1월1일+설연휴+추석연휴+12월31일+넷째주 전체휴관,09:00,22:00,09:00,18:00,09:00,18:00,1290,261409,352,10546,5,15,제주특별자치도 제주시 사라봉동길 30,제주시청,064-728-1503,24389,6839,http://lib.jeju.go.kr/,33.5152251,126.5485633,2019-04-30,6500000,제주특별자치도
탐라도서관,제주특별자치도,제주시,공공도서관,매주금요일+1월1일+설연휴+추석연휴+12월31일+네번째 금요일 전체휴관,09:00,22:00,09:00,18:00,09:00,18:00,1280,190942,410,4732,5,15,제주특별자치도 제주시 정원로 50(노형동 3812-1),제주시청,064-728-1506,15897,4998,http://lib.jeju.go.kr/,33.4791983538,126.477197721,2019-04-30,6500000,제주특별자치도
태안군립중앙도서관,충청남도,태안군,공공도서관,"매주 일요일, 국가지정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,300,79439,50,10019,5,14,충청남도 태안군 태안읍 백화로 184,태안군,041-670-5984,3946,2773,http://www.taean.go.kr/area/sub08_00.do,36.7550739753,126.3103417096,2019-12-10,4620000,충청남도 태안군
태안군립안면도서관,충청남도,태안군,공공도서관,"매주 월요일, 국가지정공휴일",09:00,21:00,09:00,18:00,09:00,18:00,90,57254,40,7522,5,14,충청남도 태안군 안면읍 장터로 99-15,태안군,041-670-5999,1573,578,http://www.taean.go.kr/area/sub08_00.do,36.515318,126.3466715854,2019-12-10,4620000,충청남도 태안군
부개도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,209,54294,68,3469,5,14,인천광역시 부평구 부일로83번길 46(부개동),(재)인천광역시부평구문화재단,032-505-0062,3130.4,1450.47,https://www.bppl.or.kr,37.491051,126.7395091196,2020-03-20,3540000,인천광역시 부평구
삼산도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,204,56724,58,4357,5,14,인천광역시 부평구 부평북로 445(삼산동),(재)인천광역시부평구문화재단,032-330-7012,1048.4,1592.1,https://www.bppl.or.kr,37.522166,126.743035,2020-03-20,3540000,인천광역시 부평구
괴산교육도서관,충청북도,괴산군 괴산읍,공공도서관,"매월 첫째, 셋째 월요일 및 일요일을 제외한 관공서의 공휴일",08:00,21:00,08:00,21:00,00:00,00:00,74,73133,75,2055,5,21,충청북도 괴산군 괴산읍 읍내로 12길 38,괴산교육도서관,043-833-0319,3123,1874,www.gselib.go.kr,36.8108870373,127.7921917366,2020-01-20,8092000,충청북도교육청 충청북도괴산증평교육지원청
증평교육도서관,충청북도,증평군,공공도서관,매월 첫째 셋째 월요일일요일을 제외한 공휴일,09:00,22:00,09:00,22:00,09:00,22:00,394,70402,35,2539,5,21,충청북도 증평군 증평읍 광장로 154,증평교육도서관,043-836-9477,2864.6,1563.42,http://www.jplib.go.kr,36.7831037074,127.588655,2020-01-20,8092000,충청북도교육청 충청북도괴산증평교육지원청
별내도서관,경기도,남양주시,공공도서관,"매월 둘째·넷째 금요일, 1월 1일, 설날·추석 연휴(대체공휴일 포함)",08:00,22:00,08:00,22:00,08:00,22:00,107,125808,126,4928,20,14,경기도 남양주시 별내면 청학로 86-1,경기도 남양주시청,031-590-8808,2501,3215,http://lib.nyj.go.kr/bnae,37.7083499,127.1178283,2020-01-20,3990000,경기도 남양주시
진접도서관,경기도,남양주시,공공도서관,"매월 첫째·셋째 월요일, 1월 1일, 설날·추석 연휴(대체공휴일 포함)",08:00,22:00,08:00,22:00,08:00,22:00,154,82349,118,1368,20,14,경기도 남양주시 진접읍 금강로 1554-11,경기도 남양주시청,031-590-5310,3250,4426,http://lib.nyj.go.kr/jinjeop,37.7296018,127.1941965,2020-01-20,3990000,경기도 남양주시
진접푸른숲도서관,경기도,남양주시,공공도서관,"매월 둘째·넷째 월요일, 1월 1일, 설날·추석 연휴(대체공휴일 포함)",08:00,22:00,08:00,22:00,08:00,22:00,300,79029,122,1698,20,14,경기도 남양주시 진접읍 해밀예당2로 35,경기도 남양주시청,031-590-5330,6663,5352,http://lib.nyj.go.kr/jinjeopgw,37.7156893,127.1929216,2020-01-20,3990000,경기도 남양주시
오남도서관,경기도,남양주시,공공도서관,"매월 첫째·셋째 금요일, 1월 1일, 설날·추석 연휴(대체공휴일 포함)",08:00,22:00,08:00,22:00,08:00,22:00,72,103635,121,2590,20,14,경기도 남양주시 오남읍 양지로240번길 12,경기도 남양주시청,031-590-8531,3000,5465,http://lib.nyj.go.kr/onam,37.6979608,127.1978694,2020-01-20,3990000,경기도 남양주시
남부면작은도서관,경상남도,거제시,작은도서관,"매주토,일요일, 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,9644,0,0,3,14,경상남도 거제시 남부면 남부해안로30,경상남도 거제시 남부면주민자치센터,055-639-4144,6203,79,,34.73225056,128.610145,2020-01-30,5370000,경상남도 거제시
